SEASON,SEASON_START_DATE,TEAM_A_ID,TEAM_A_NAME,TEAM_B_ID,TEAM_B_NAME,DATE_BEFORE_GAME,GAME_DATE,HOME_TEAM,WINNER
2006-07,2006-10-31,1610612747,Lakers,1610612750,Timberwolves,2007-03-17,2007-03-18,1,1
2006-07,2006-10-31,1610612747,Lakers,1610612750,Timberwolves,2007-03-05,2007-03-06,0,0
2006-07,2006-10-31,1610612747,Lakers,1610612750,Timberwolves,2006-12-19,2006-12-20,0,1
2006-07,2006-10-31,1610612747,Lakers,1610612750,Timberwolves,2006-11-06,2006-11-07,1,1
2007-08,2007-10-30,1610612747,Lakers,1610612750,Timberwolves,2008-02-12,2008-02-13,0,1
2007-08,2007-10-30,1610612747,Lakers,1610612750,Timberwolves,2007-12-03,2007-12-04,0,1
2007-08,2007-10-30,1610612747,Lakers,1610612750,Timberwolves,2007-11-08,2007-11-09,1,1
2008-09,2008-10-28,1610612747,Lakers,1610612750,Timberwolves,2009-03-05,2009-03-06,1,1
2008-09,2008-10-28,1610612747,Lakers,1610612750,Timberwolves,2009-02-21,2009-02-22,0,1
2008-09,2008-10-28,1610612747,Lakers,1610612750,Timberwolves,2009-01-29,2009-01-30,0,1
2008-09,2008-10-28,1610612747,Lakers,1610612750,Timberwolves,2008-12-13,2008-12-14,1,1
2009-10,2009-10-27,1610612747,Lakers,1610612750,Timberwolves,2010-04-08,2010-04-09,0,1
2009-10,2009-10-27,1610612747,Lakers,1610612750,Timberwolves,2010-03-18,2010-03-19,1,1
2009-10,2009-10-27,1610612747,Lakers,1610612750,Timberwolves,2009-12-10,2009-12-11,1,1
2010-11,2010-10-26,1610612747,Lakers,1610612750,Timberwolves,2011-03-17,2011-03-18,1,1
2010-11,2010-10-26,1610612747,Lakers,1610612750,Timberwolves,2011-02-28,2011-03-01,0,1
2010-11,2010-10-26,1610612747,Lakers,1610612750,Timberwolves,2010-11-18,2010-11-19,0,1
2010-11,2010-10-26,1610612747,Lakers,1610612750,Timberwolves,2010-11-08,2010-11-09,1,1
2011-12,2011-12-25,1610612747,Lakers,1610612750,Timberwolves,2012-03-15,2012-03-16,1,1
2011-12,2011-12-25,1610612747,Lakers,1610612750,Timberwolves,2012-03-08,2012-03-09,0,1
2011-12,2011-12-25,1610612747,Lakers,1610612750,Timberwolves,2012-02-28,2012-02-29,1,1
2011-12,2011-12-25,1610612747,Lakers,1610612750,Timberwolves,2012-01-28,2012-01-29,0,1
2012-13,2012-10-30,1610612747,Lakers,1610612750,Timberwolves,2013-03-26,2013-03-27,0,1
2012-13,2012-10-30,1610612747,Lakers,1610612750,Timberwolves,2013-02-27,2013-02-28,1,1
2012-13,2012-10-30,1610612747,Lakers,1610612750,Timberwolves,2013-01-31,2013-02-01,0,1
2013-14,2013-10-29,1610612747,Lakers,1610612750,Timberwolves,2014-03-27,2014-03-28,0,0
2013-14,2013-10-29,1610612747,Lakers,1610612750,Timberwolves,2014-02-03,2014-02-04,0,0
2013-14,2013-10-29,1610612747,Lakers,1610612750,Timberwolves,2013-12-19,2013-12-20,1,1
2013-14,2013-10-29,1610612747,Lakers,1610612750,Timberwolves,2013-11-09,2013-11-10,1,0
2014-15,2014-10-28,1610612747,Lakers,1610612750,Timberwolves,2015-04-09,2015-04-10,1,1
2014-15,2014-10-28,1610612747,Lakers,1610612750,Timberwolves,2015-03-24,2015-03-25,0,1
2014-15,2014-10-28,1610612747,Lakers,1610612750,Timberwolves,2014-12-13,2014-12-14,0,1
2014-15,2014-10-28,1610612747,Lakers,1610612750,Timberwolves,2014-11-27,2014-11-28,1,0
2015-16,2015-10-27,1610612747,Lakers,1610612750,Timberwolves,2016-02-01,2016-02-02,1,1
2015-16,2015-10-27,1610612747,Lakers,1610612750,Timberwolves,2015-12-08,2015-12-09,0,0
2016-17,2016-10-25,1610612747,Lakers,1610612750,Timberwolves,2017-04-08,2017-04-09,1,1
2016-17,2016-10-25,1610612747,Lakers,1610612750,Timberwolves,2017-03-29,2017-03-30,0,0
2016-17,2016-10-25,1610612747,Lakers,1610612750,Timberwolves,2017-03-23,2017-03-24,1,1
2016-17,2016-10-25,1610612747,Lakers,1610612750,Timberwolves,2016-11-12,2016-11-13,0,0
2017-18,2017-10-17,1610612747,Lakers,1610612750,Timberwolves,2018-04-05,2018-04-06,1,0
2017-18,2017-10-17,1610612747,Lakers,1610612750,Timberwolves,2018-02-14,2018-02-15,0,0
2017-18,2017-10-17,1610612747,Lakers,1610612750,Timberwolves,2017-12-31,2018-01-01,0,0
2017-18,2017-10-17,1610612747,Lakers,1610612750,Timberwolves,2017-12-24,2017-12-25,1,0
2018-19,2018-10-16,1610612747,Lakers,1610612750,Timberwolves,2019-01-23,2019-01-24,1,0
2018-19,2018-10-16,1610612747,Lakers,1610612750,Timberwolves,2019-01-05,2019-01-06,0,0
2018-19,2018-10-16,1610612747,Lakers,1610612750,Timberwolves,2018-11-06,2018-11-07,1,1
2018-19,2018-10-16,1610612747,Lakers,1610612750,Timberwolves,2018-10-28,2018-10-29,0,0
2019-20,2019-10-22,1610612747,Lakers,1610612750,Timberwolves,2019-12-07,2019-12-08,1,1
2020-21,2020-12-22,1610612747,Lakers,1610612750,Timberwolves,2021-02-15,2021-02-16,0,1
2020-21,2020-12-22,1610612747,Lakers,1610612750,Timberwolves,2020-12-26,2020-12-27,1,1
